,Name,Representation,Representative_Docs,Better_Names
169,168_economist_economics_maynard_dealbooks,"['economist', 'economics', 'maynard', 'dealbooks', 'switzerland', 'davos', 'economic', 'economists', 'nobel', 'sorkin']","['An economist explains the economics lessons lurking in ""Cinderella,"" ""The Wizard of Oz,"" ""The Three Little Pigs"" and other classics.', 'Michael Porter, professor at Harvard Business School, speaks to DealBook’s Andrew Ross Sorkin at the World Economic Forum in Davos, Switzerland.', 'Michael Porter, professor at Harvard Business School, speaks to DealBook’s Andrew Ross Sorkin at the World Economic Forum in Davos, Switzerland.']",Economic Insights and Discussions at the World Economic Forum
170,169_dance_performances_guide_happening,"['dance', 'performances', 'guide', 'happening', 'our', 'ahead', 'dances', 'weekend', 'dancers', 'week']","['Our guide to dance performances happening this weekend and in the week ahead.', 'Our guide to dance performances happening this weekend and in the week ahead.', 'Our guide to dance performances happening this weekend and in the week ahead.']",Upcoming Dance Performances Guide
171,170_transgender_trans_bisexual_gay,"['transgender', 'trans', 'bisexual', 'gay', 'community', 'lesbian', 'lesbians', 'asexuality', 'issues', 'experiment']","['The administration seems to believe that if researchers can’t say “transgender,” then transgender Americans don’t exist.', 'Both men work in organizations that help the lesbian, gay, bisexual and transgender community.', 'Both men work in organizations that help the lesbian, gay, bisexual and transgender community.']",LGBTQ+ Community and Issues
172,171_crossword_debut_puzzle_makes,"['crossword', 'debut', 'puzzle', 'makes', 'times', 'york', 'constructors', 'puzzles', 'shortz', 'alphabet']","['Kevin Patterson makes a very clever New York Times Crossword debut.', 'Grant Boroughs makes his New York Times Crossword debut.', 'Grant Boroughs makes his New York Times Crossword debut.']",New York Times Crossword Constructors' Debuts
173,172_flowers_fragrance_products_smell,"['flowers', 'fragrance', 'products', 'smell', 'scent', 'durga', 'blooms', 'hair', 'aroma', 'dry']","['A cleverly named dry shampoo revives hair with a fresh scent and eye-catching sheen.', 'The musty, earthy aroma is suddenly everywhere, in some of the nicest new fragrance releases this fall.', 'The musty, earthy aroma is suddenly everywhere, in some of the nicest new fragrance releases this fall.']",Floral Scented Hair and Fragrance Products
174,173_capitalism_inequality_economics_economic,"['capitalism', 'inequality', 'economics', 'economic', 'economy', 'krugmans', 'healthy', 'argues', 'system', 'colliers']","['Now this is what the upcoming elections should really be about: the future of capitalism and whether it will be shaped in America or somewhere else.', 'Paul Collier’s “The Future of Capitalism” argues for reviving a sense of rootedness and a web of reciprocal obligations.', 'Paul Collier’s “The Future of Capitalism” argues for reviving a sense of rootedness and a web of reciprocal obligations.']",The Future of Capitalism and Economic Inequality
175,174_appearing_corrections_2017_print,"['appearing', 'corrections', '2017', 'print', 'june', 'saturday', '2015', 'monday', 'march', '14']","['Corrections appearing in print on Sunday, March 5, 2017.', 'Corrections appearing in print on Monday, June 5, 2017.', 'Corrections appearing in print on Monday, June 5, 2017.']",Print Corrections Published in 2017
176,175_transactions_commercial_estate_real,"['transactions', 'commercial', 'estate', 'real', 'recent', 'scorecard', 'york', 'runway', 'another', 'looks']","['Recent commercial real estate transactions in New York.', 'Recent commercial real estate transactions in New York.', 'Recent commercial real estate transactions in New York.']",Recent Commercial Real Estate Transactions in New York
177,176_cancer_breast_patients_implants,"['cancer', 'breast', 'patients', 'implants', 'treatment', 'cell', 'tissue', 'cells', 'therapies', 'diagnosis']","['At each step of a breast cancer diagnosis, life by the numbers.', 'In addition to running a breast health center, Dr. Kaelin performed surgery and did research on breast cancer patients’ quality of life during and after treatment.', 'In addition to running a breast health center, Dr. Kaelin performed surgery and did research on breast cancer patients’ quality of life during and after treatment.']",Breast Cancer Patient Care and Implant Considerations
178,177_billion_initial_million_raise,"['billion', 'initial', 'million', 'raise', 'offering', 'raised', 'startup', 'stake', '26', 'valued']","['Swire Properties, landlord to Time Warner and Societe Generale in Hong Kong, plans to raise as much as $2.7 billion in an initial public offering, said four people with knowledge of the plan, Bloomberg News reported.', 'Wynn Macau, the Stephen Wynn-led casino company planning to raise as much as HK$12.6 billion ($1.63 billion) in a Hong Kong initial public offering, plans to close the institutional order book a day early, sources told Bloomberg News.', 'Wynn Macau, the Stephen Wynn-led casino company planning to raise as much as HK$12.6 billion ($1.63 billion) in a Hong Kong initial public offering, plans to close the institutional order book a day early, sources told Bloomberg News.']",Initial Public Offerings (IPOs) Fundraising
179,178_baseball_baseballs_league_pitchers,"['baseball', 'baseballs', 'league', 'pitchers', 'major', 'predictive', 'bats', 'bat', 'testing', 'test']","['Put your predictive skills to the test each week of the baseball season.', 'Put your predictive skills to the test each week of the baseball season.', 'Put your predictive skills to the test each week of the baseball season.']",Major League Baseball Predictive Analysis
180,179_democracy_accords_country_transition,"['democracy', 'accords', 'country', 'transition', 'boundlessness', 'tyrannical', 'foregone', 'reasoned', 'petrified', 'roemer']","['It is the only thing to do if our country’s democracy is to survive.', 'What’s often called the crisis of American democracy is  the result not of too much democracy but of too little.\xa0', 'What’s often called the crisis of American democracy is  the result not of too much democracy but of too little.\xa0']",Democratic Transition and Accords in a Country
181,180_2021_corrections_print_appeared,"['2021', 'corrections', 'print', 'appeared', 'dec', 'saturday', '2019', '2022', 'sept', 'march']","['Corrections that appeared in print on Saturday, June 5, 2021.', 'Corrections that appeared in print on Saturday, July 3, 2021.', 'Corrections that appeared in print on Saturday, July 3, 2021.']",Print Corrections Published in 2021
182,181_jpmorgan_chase_chases_dimon,"['jpmorgan', 'chase', 'chases', 'dimon', 'trading', 'traders', 'jamie', 'banks', 'bank', 'billion']","[""JPMorgan Chase's chief executive, Jamie Dimon, said Wednesday that the bank's once-strong and stable dividend could be ready to make a comeback, with the bank looking to increase its payout significantly early next year as long as the economy does not decline further."", 'According to a new book, former Treasury Secretary Henry Paulson placed an urgent call to JPMorgan Chase C.E.O. Jamie Dimon asking him to buy rival Morgan Stanley just days after the fall of Lehman Brothers.', 'According to a new book, former Treasury Secretary Henry Paulson placed an urgent call to JPMorgan Chase C.E.O. Jamie Dimon asking him to buy rival Morgan Stanley just days after the fall of Lehman Brothers.']",Jamie Dimon and JPMorgan Chase Leadership
183,182_google_search_googles_ita,"['google', 'search', 'googles', 'ita', 'algorithm', 'apple', 'amazon', 'comply', 'antitrust', 'internet']","['A law professor, Eugene Volokh, argues in a paper that Google is a publisher, with First Amendment protection. But sometimes it benefits Google to be seen as a mere connector.', 'A law professor, Eugene Volokh, argues in a paper that Google is a publisher, with First Amendment protection. But sometimes it benefits Google to be seen as a mere connector.', 'The portal features Google Hangouts with prominent Indian politicians, during which users can submit questions, and ranks the politicians by how often they come up on Google Search, Google Plus and YouTube.']",Google's Search Algorithm and Antitrust Issues
184,183_emails_email_clintons_server,"['emails', 'email', 'clintons', 'server', 'hillary', 'mrs', 'private', 'pages', 'rodham', 'attack']","['President Obama called Hillary Rodham Clinton’s use of a private email server “a mistake,” but said it had not endangered national security and was being used by the G.O.P. to attack Mrs. Clinton.', 'The F.B.I. informed Congress on Sunday that it had reviewed newly discovered emails and not changed its conclusions about Mrs. Clinton’s use of a private server.', 'The F.B.I. informed Congress on Sunday that it had reviewed newly discovered emails and not changed its conclusions about Mrs. Clinton’s use of a private server.']",Hillary Clinton's Private Email Server Controversy
185,184_debate_linings_readers_defend,"['debate', 'linings', 'readers', 'defend', 'issues', 'silver', '2016s', 'rockmining', 'slighted', 'hurchallas']","['The long-anticipated first debate will cover issues like the coronavirus, social unrest and the Supreme Court, offering each candidate the chance to defend his record and attack his opponent’s.', 'The debate has been renewed on social media and beyond about whether the flag should be displayed, and whether politicians should continue to defend it.', 'The debate has been renewed on social media and beyond about whether the flag should be displayed, and whether politicians should continue to defend it.']",Political Debates and Defense Strategies
186,185_shops_shop_soho_store,"['shops', 'shop', 'soho', 'store', 'specialty', 'goods', 'stores', 'neighborhood', 'boutiques', 'coat']","['Many shoppers are converging on the specialty shops in Tokyo that sell goods from the hard-hit prefectures of Fukushima, Miyagi and Iwate.', 'With its high concentration of vintage shops, unique specialty stores and small boutiques, Shimokitazawa is seen as a shopping mecca by hip Tokyoites.', 'With its high concentration of vintage shops, unique specialty stores and small boutiques, Shimokitazawa is seen as a shopping mecca by hip Tokyoites.']",Specialty Shopping Districts in Tokyo
187,186_election_meddling_russian_2016,"['election', 'meddling', 'russian', '2016', 'campaign', 'intelligence', 'interference', 'indictment', 'trump', 'counsels']","['Lawyers for Google, Facebook and Twitter will discuss Russian meddling in the 2016 presidential election and the Federal Reserve could get a new leader.', 'House Intelligence Committee Republicans are ending their investigation of Russian meddling in the 2016 election, saying the Trump campaign did not collude with the Kremlin.', 'House Intelligence Committee Republicans are ending their investigation of Russian meddling in the 2016 election, saying the Trump campaign did not collude with the Kremlin.']",Russian Interference in the 2016 United States Presidential Election
188,187_paperbacks_check_six_week,"['paperbacks', 'check', 'six', 'week', 'out', 'this', 'recommended', 'new', 'nine', 'editors']","['Six new paperbacks to check out this week.', 'Six new paperbacks to check out this week.', 'Six new paperbacks to check out this week.']",Weekly Recommended Paperbacks
189,188_newsroom_peek_colleagues_reading,"['newsroom', 'peek', 'colleagues', 'reading', 'selection', 'plus', 'our', 'around', 'books', 'recent']","['A selection of recent books of note; plus, a peek at what our colleagues around the newsroom are reading.', 'A selection of recent books of interest; plus, a peek at what our colleagues around the newsroom are reading.', 'A selection of recent books of interest; plus, a peek at what our colleagues around the newsroom are reading.']",Newsroom Reading Recommendations and Colleague Picks
190,189_suggested_reading_editors_critics,"['suggested', 'reading', 'editors', 'critics', 'times', 'york', 'from', 'reads', 'new', 'at']","['Suggested reading from critics and editors at The New York Times.', 'Suggested reading from critics and editors at The New York Times.', 'Suggested reading from critics and editors at The New York Times.']",New York Times Recommended Reading Lists
191,190_saudi_abdullah_arabia_king,"['saudi', 'abdullah', 'arabia', 'king', 'salman', 'arabias', 'bin', 'reformer', 'prince', 'kushner']","['Saudi Arabia’s new king, Salman, inherits both the policies put in place by the more assertive brother he is succeeding and the conflicts that in recent years have characterized relations with Washington.', 'A Saudi dissident has not been seen since he entered the Saudi Consulate in Istanbul on Tuesday. Turkey says he was killed there. Saudi officials deny it.', 'A Saudi dissident has not been seen since he entered the Saudi Consulate in Istanbul on Tuesday. Turkey says he was killed there. Saudi officials deny it.']",Saudi Arabian Monarchy and International Relations
192,191_investments_portfolio_investors_funds,"['investments', 'portfolio', 'investors', 'funds', 'exchangetraded', 'investment', 'return', 'market', 'diversifying', 'returns']","['Brokers used to promote bad investments mainly to people trying to get rich quick, but with traditional portfolios losing value, more ordinary retirement savers are being duped.', 'Impact investors want their investments to align with a more rigorous standard of good while achieving a maximum return. Here are some tips to consider.', 'Impact investors want their investments to align with a more rigorous standard of good while achieving a maximum return. Here are some tips to consider.']",Investment Portfolio Strategies for Investors
193,192_recreational_cultural_guide_connecticut,"['recreational', 'cultural', 'guide', 'connecticut', 'events', 'jersey', 'goingson', 'hillsborough', 'secluded', 'decked']","['A guide to cultural and recreational events in Connecticut.', 'A guide to cultural and recreational events in Connecticut.', 'A guide to cultural and recreational events in Connecticut.']",Connecticut Cultural and Recreational Events Guide
194,193_2020_corrections_print_appeared,"['2020', 'corrections', 'print', 'appeared', 'sept', 'aug', 'dec', 'sunday', 'saturday', 'wednesday']","['Corrections that appeared in print on Tuesday, March 3, 2020.', 'Corrections that appeared in print on Tuesday, March 3, 2020.', 'Corrections that appeared in print on Saturday, July 4, 2020.']",Print Corrections Published in 2020
195,194_children_border_migrant_separated,"['children', 'border', 'migrant', 'separated', 'families', 'parents', 'migrants', 'mexico', 'they', 'illegally']","['The government said it was unable to reach a global settlement with parents and children who were separated at the border under a Trump administration policy.', 'The government said it was unable to reach a global settlement with parents and children who were separated at the border under a Trump administration policy.', 'President Trump officially rescinded the practice of separating migrant families at the border, yet more than 240 children have been separated since.']",Separation of Migrant Families at the US-Mexico Border
196,195_christie_chris_gov_jersey,"['christie', 'chris', 'gov', 'jersey', 'jerseys', 'governor', 'maryland', 'christies', 'governors', 'state']","['Gov. Chris Christie of New Jersey will appear with other potential Republican presidential candidates next month, a year after he was denied a speaking slot at the same conference.', 'A press conference may settle the question of Gov. Chris Christie’s political future.', 'Gov. Chris Christie of New Jersey said on Friday why he thinks governors are better prepared to be president than senators.']",Chris Christie's Political Career in New Jersey
197,196_christmas_holiday_movies_cheer,"['christmas', 'holiday', 'movies', 'cheer', 'netflix', 'tv', 'seasonal', 'movie', 'season', 'dvd']","['Looking for seasonal cheer without inflated prices? Then take your holiday spirit on the road — after Christmas.', 'Forget the holiday fare that’s actually on TV this weekend. Here are five Christmas movies we want to see.', 'Forget the holiday fare that’s actually on TV this weekend. Here are five Christmas movies we want to see.']",Christmas Holiday Movie Recommendations
198,197_iht_archives_highlights_from,"['iht', 'archives', 'highlights', 'from', 'the', '', '', '', '', '']","['Highlights from the IHT archives.', 'Highlights from the IHT archives.', 'Highlights from the IHT archives.']",International Herald Tribune Archives Highlights
199,198_highlighting_reads_great_editors,"['highlighting', 'reads', 'great', 'editors', 'reporters', 'stories', 'web', 'recommendations', 'times', 'around']","['Recommended reads from New York Times reporters and editors, highlighting great stories from around the web.', 'Recommended reads from New York Times reporters and editors, highlighting great stories from around the web.', 'Recommended reads from New York Times reporters and editors, highlighting great stories from around the web.']",New York Times Editors' Picks: Highlighted Stories
200,199_watch_bluetooth_watches_watchmaking,"['watch', 'bluetooth', 'watches', 'watchmaking', 'timepiece', 'pebble', 'wristwatches', 'casios', 'smart', 'brand']","['Pebble, the maker of a popular smartwatch, went back to its roots when it unveiled a new color watch, called Pebble Time.', 'Casio’s G-Shock GB6900 watch uses a new, low-power Bluetooth chip called Bluetooth Smart (or Bluetooth 4.0) to do amazing things with a PC or smartphone. Butt the watch doesn’t work unless your phone also has Bluetooth 4.0 — and right now, only a couple of them do.', 'Casio’s G-Shock GB6900 watch uses a new, low-power Bluetooth chip called Bluetooth Smart (or Bluetooth 4.0) to do amazing things with a PC or smartphone. Butt the watch doesn’t work unless your phone also has Bluetooth 4.0 — and right now, only a couple of them do.']",Smartwatches and Bluetooth Technology in Watchmaking
201,200_letter_editor_happenings_todays,"['letter', 'editor', 'happenings', 'todays', 'web', 'plus', 'washington', 'around', 'political', 'times']","['Political news from today’s Times and around the Web, plus a look at the latest happenings in Washington.', 'Political news from today’s Times and around the Web, plus a look at the latest happenings in Washington.', 'Political news from today’s Times and around the Web, plus a look at the latest happenings in Washington.']",Current Political News and Events Summary
202,201_dining_links_section_editors,"['dining', 'links', 'section', 'editors', 'reporters', 'collection', 'diners', 'aggregation', 'journal', 'aleim']","['A collection of links from the reporters and editors of the Dining section.', 'A collection of links from the reporters and editors of the Dining section.', 'A collection of links from the reporters and editors of the Dining section.']",Dining Section Editors' Link Collection
203,202_body_found_examiners_basement,"['body', 'found', 'examiners', 'basement', 'sentinel', 'harsch', 'discovered', 'case', 'bodies', 'strangled']","['The police say a body was found on the outskirts of Auckland in their search for Ms. Millane, who vanished a week ago on the night before her 22nd birthday.', 'Before her death this year, Eva Rausing, wife of the heir to the Tetra Pak fortune, told investigators she had new information about the 1986 assassination of Olof Palme, the Swedish prime minister. Will this provide new clues to solving the murder or further cloud a mystery that continues to captivate Swedes a quarter of a century on?', 'Before her death this year, Eva Rausing, wife of the heir to the Tetra Pak fortune, told investigators she had new information about the 1986 assassination of Olof Palme, the Swedish prime minister. Will this provide new clues to solving the murder or further cloud a mystery that continues to captivate Swedes a quarter of a century on?']",High-Profile Murder Investigations
204,203_2012_appearing_corrections_print,"['2012', 'appearing', 'corrections', 'print', 'articles', 'word', 'appeared', 'past', 'times', 'year']","['Corrections appearing in print on June 7, 2012.', 'Corrections appearing in print on June 7, 2012.', 'Corrections appearing in print on July 9, 2012.']",Print Corrections Published in 2012
205,204_music_spotify_streaming_pandora,"['music', 'spotify', 'streaming', 'pandora', 'radio', 'services', 'royalties', 'service', 'catalog', 'benefited']","['The music of the Beatles will finally be available on nine streaming music services worldwide, including Spotify and Apple Music.', 'Will streaming services, like Spotify, Pandora and now Beats, be the way most of us listen to music? Which streaming service will beat out the competition? Why?', 'Will streaming services, like Spotify, Pandora and now Beats, be the way most of us listen to music? Which streaming service will beat out the competition? Why?']",Music Streaming Services and Industry Impact
206,205_parade_parades_day_yorkers,"['parade', 'parades', 'day', 'yorkers', 'celebrate', 'macys', 'celebrated', 'thanksgiving', 'tradition', 'patricks']","['Thousands of people filled the streets of New York City on Thursday morning to celebrate the return of the Macy’s Thanksgiving Day Parade after the annual tradition was dramatically scaled down last year  . For many around the city and outside of it, the parade’s comeback to its full glory signaled another step forward in the city’s return to normalcy. ', 'The candidates for mayor of New York City turned up at the West Indian American Day Parade and at a Labor Day parade in Queens to stump and, in one case, dance.', 'The candidates for mayor of New York City turned up at the West Indian American Day Parade and at a Labor Day parade in Queens to stump and, in one case, dance.']",New York City Parades and Celebrations
207,206_ny_properties_fourbedroom_fivebedroom,"['ny', 'properties', 'fourbedroom', 'fivebedroom', 'nj', 'weeks', 'conn', 'include', 'threebedroom', 'sixbedroom']","['This week’s properties are in Redding, Conn., and Huntington Bay, N.Y.', 'This week’s properties are four-bedroom homes in Weston, Conn., and Atlantic Beach, N.Y.', 'This week’s properties are four-bedroom homes in Weston, Conn., and Atlantic Beach, N.Y.']",Tri-State Area Multi-Bedroom Properties Listings
208,207_quarter_profit_percent_revenue,"['quarter', 'profit', 'percent', 'revenue', 'billion', 'net', 'company', 'million', 'quarterly', 'period']","['The company had a profitable third quarter of 2018, but its net income gains were down compared with the same period last year.', 'The company had a profitable third quarter of 2018, but its net income gains were down compared with the same period last year.', 'The company reported revenue of $32.5 billion in the last quarter, and it made a profit of almost $8.6 billion, big increases over the same period a year ago.']",Quarterly Financial Performance Analysis
209,208_power_electricity_storm_customers,"['power', 'electricity', 'storm', 'customers', 'outages', 'winds', 'without', 'freak', 'carriers', 'lines']","['At least three people were killed and more than half a million customers were without electricity on Monday because of the storm. Federal government offices in the  area were closed because of the storm.', 'The morning after Hurricane Zeta’s forceful winds downed power lines, toppled trees and caused road closures across the state of Georgia, widespread outages left more than 600,000 Georgians without electricity and took some of the state’s advanced voting locations offline Thursday — the penultimate day for early, in-person voting.', 'The morning after Hurricane Zeta’s forceful winds downed power lines, toppled trees and caused road closures across the state of Georgia, widespread outages left more than 600,000 Georgians without electricity and took some of the state’s advanced voting locations offline Thursday — the penultimate day for early, in-person voting.']",Storm-Induced Power Outages and Their Impact on Communities
210,209_pandemic_restaurants_stores_ecommerce,"['pandemic', 'restaurants', 'stores', 'ecommerce', 'safe', 'products', 'outbreak', 'coronavirus', 'workers', 'shelves']","['The East Side neighborhood, long a mecca for its nightlife, has suffered in the pandemic. But restaurants are reopening and construction noise is again filling the air.', 'Chocolate shops and stationery stores were busy as usual. Universities held in-person lectures. And workers crowded into some offices and factories, often with nothing more than a bottle of communal hand sanitizer to protect them from the rampant spread of the coronavirus.', 'Chocolate shops and stationery stores were busy as usual. Universities held in-person lectures. And workers crowded into some offices and factories, often with nothing more than a bottle of communal hand sanitizer to protect them from the rampant spread of the coronavirus.']","Impact of the Pandemic on Restaurants, Retail Stores, and E-commerce"
211,210_kennedy_dinner_obama_lady,"['kennedy', 'dinner', 'obama', 'lady', 'michelle', 'nordic', 'obamas', 'kennedys', 'barack', 'white']","['After a summit with the leaders of five Nordic countries, President Obama and the first lady, Michelle Obama, held a dinner for the heads of state, their spouses and a host of celebrities.', 'President Obama and Michelle Obama, the first lady, had their first double date with Bill and Hillary Rodham Clinton, over dinner at the White House last Friday.', 'President Obama and Michelle Obama, the first lady, had their first double date with Bill and Hillary Rodham Clinton, over dinner at the White House last Friday.']",State Dinners at the Obama White House
212,211_lgbtq_march_lgbt_organizers,"['lgbtq', 'march', 'lgbt', 'organizers', 'alienating', 'inclusion', 'community', 'womens', 'stonewall', 'pride']","['Conversations surrounding the march on Jan. 21, the day after Donald J. Trump’s inauguration, are alienating some women even as organizers stress unity and inclusion.', 'Organizers told gay and transgender military veterans that they would not be allowed to march on March 19 after two years of L.G.B.T. inclusion in the event.', 'Organizers told gay and transgender military veterans that they would not be allowed to march on March 19 after two years of L.G.B.T. inclusion in the event.']",LGBTQ Inclusion Controversies in March Events
213,212_genetically_foods_modified_food,"['genetically', 'foods', 'modified', 'food', 'products', 'coli', 'consumers', 'labeling', 'organisms', 'virulent']","['A measure that would require labeling of genetically modified foods is rejected in Washington State.', 'Consumers are driving a movement toward labeling food products made from genetically modified organisms, and food producers are responding.', 'Consumers are driving a movement toward labeling food products made from genetically modified organisms, and food producers are responding.']",Genetically Modified Foods and Labeling Regulations
214,213_editor_letters_bagel_meets,"['editor', 'letters', 'bagel', 'meets', 'coffee', 'letter', 'dating', 'app', 'regarding', 'through']","['Letters to the editor.', 'Letters to the editor.', 'Letters to the editor.']",Editorial Correspondence and Social Interaction
215,214_generation_generations_baby_millennials,"['generation', 'generations', 'baby', 'millennials', 'boomers', 'attitudes', 'generational', 'rich', 'parents', 'semiretired']","['What is unique about your generation? What attitudes about fashion, work-life balance or political activism might benefit older generations?', 'How do you explain the differences, if there are any, between your generation’s and your parents’ generation’s attitudes about money?', 'How do you explain the differences, if there are any, between your generation’s and your parents’ generation’s attitudes about money?']","Generational Attitudes and Differences Among Baby Boomers, Millennials, and Their Parents"
216,215_inauguration_presidents_speech_house,"['inauguration', 'presidents', 'speech', 'house', 'biden', 'president', 'festivities', 'congress', 'address', 'joint']","['As the fallout from the assault on the Capitol sparks fresh concerns of new violence and Washington heightens security ahead of Joseph R. Biden Jr.’s inauguration on Jan. 20, the president-elect is gearing up to assume office at a tenuous moment for the nation.', 'A president’s address to a joint session of Congress is typically a crowded affair, as lawmakers from both parties, and their guests, pack the House floor. But President Biden’s speech on Wednesday, his first before Congress since his inauguration, will look very different.', 'A president’s address to a joint session of Congress is typically a crowded affair, as lawmakers from both parties, and their guests, pack the House floor. But President Biden’s speech on Wednesday, his first before Congress since his inauguration, will look very different.']",President Biden's Inaugural Address to Congress
217,216_cox_rathvon_emily_henry,"['cox', 'rathvon', 'emily', 'henry', 'acrostic', 'us', 'bring', 'remind', 'puzzle', 'henley']","['Time for another Acrostic from Emily Cox and Henry Rathvon.', 'Emily Cox and Henry Rathvon, !!? — #%&?!!', 'Emily Cox and Henry Rathvon, !!? — #%&?!!']",Emily Cox and Henry Rathvon Acrostic Puzzles
218,217_earthquake_struck_earthquakes_aftershocks,"['earthquake', 'struck', 'earthquakes', 'aftershocks', 'geological', 'magnitude', 'quake', 'damage', 'seismic', 'felt']","['The vibrations of an earthquake in Virginia were felt in New York City. Please share your earthquake experiences with City Room.', 'The magnitude 7.7 earthquake struck in a remote area of Baluchistan Province, killing at least 80 people.', 'The magnitude 7.7 earthquake struck in a remote area of Baluchistan Province, killing at least 80 people.']",Seismic Activity and Earthquake Impact
219,218_boxing_heavyweight_mayweather_pacquiao,"['boxing', 'heavyweight', 'mayweather', 'pacquiao', 'floyd', 'macau', 'manny', 'boxer', 'promoter', 'bout']","['After dominating his bout with Chris Algieri in Macau, Pacquiao celebrated and discussed the possibility of facing Floyd Mayweather Jr.', 'Is the U.F.C. champion planning to leave mixed martial arts for a boxing career? Is he setting up a superfight with the undefeated — and nominally retired — Floyd Mayweather?', 'Is the U.F.C. champion planning to leave mixed martial arts for a boxing career? Is he setting up a superfight with the undefeated — and nominally retired — Floyd Mayweather?']",Mayweather vs. Pacquiao Boxing Match
220,219_solvers_fooled_entries_puzzles,"['solvers', 'fooled', 'entries', 'puzzles', 'weeks', 'look', 'last', 'one', 'solve', '2solver']","['A look at one of the entries that fooled solvers in last week’s puzzles.', 'A look at one of the entries that fooled solvers in last week’s puzzles.', 'A look at one of the entries that fooled solvers in last week’s puzzles.']",Challenging Puzzle Entries from Last Week
221,220_plucks_runway_shoes_right,"['plucks', 'runway', 'shoes', 'right', 'best', 'off', 'todays', 'pick', 'shoe', 'bags']","['T plucks the best shoes right off the runway.', 'T plucks the best shoes right off the runway.', 'T plucks the best shoes right off the runway.']",Top Runway Shoe Trends
222,221_articles_appeared_word_times,"['articles', 'appeared', 'word', 'times', 'past', 'quotes', 'york', 'year', 'notable', 'this']","['This word has appeared in 114 New York Times articles in the past year.', 'This word has appeared in 124 New York Times articles in the past year.', 'This word has appeared in 124 New York Times articles in the past year.']",Frequency of a Word in New York Times Articles Over a Year
223,222_corrections_print_appeared_monday,"['corrections', 'print', 'appeared', 'monday', 'no', '2020', '2019', '2021', '2022', 'august']","['No corrections appeared in print on Monday, May 3, 2021.', 'No corrections appeared in print on Monday, May 3, 2021.', 'No corrections appeared in print on Monday, March 9, 2020.']",Print Corrections Published on Mondays
224,223_2011_appearing_corrections_print,"['2011', 'appearing', 'corrections', 'print', 'response', 'issue', 'september', 'font', 'november', 'letters']","['Corrections appearing in print, April 9, 2011.', 'Corrections appearing in print on November 4, 2011.', 'Corrections appearing in print on November 4, 2011.']",Print Corrections Published in 2011
225,224_myanmars_myanmar_burmese_rohingya,"['myanmars', 'myanmar', 'burmese', 'rohingya', 'thein', 'sein', 'elections', 'suu', 'aung', 'atrocities']","['What happens when a nation’s boundaries and its national identity contradict? In extreme cases, something like Myanmar’s Rohingya crisis.', 'After the coup in Myanmar, President Biden is being pushed to do what the Trump administration would not: Declare atrocities against the Rohingya in 2017 as genocide.', 'After the coup in Myanmar, President Biden is being pushed to do what the Trump administration would not: Declare atrocities against the Rohingya in 2017 as genocide.']",Myanmar's Rohingya Crisis and Genocide Accusations
226,225_stuck_feeling_puzzle_todays,"['stuck', 'feeling', 'puzzle', 'todays', 'help', 'we', 'can', 'on', '', '']","['Feeling stuck on today’s puzzle? We can help.', 'Feeling stuck on today’s puzzle? We can help.', 'Feeling stuck on today’s puzzle? We can help.']",Daily Puzzle Assistance
227,226_caucuses_candidates_nevada_republican,"['caucuses', 'candidates', 'nevada', 'republican', 'iowa', 'hampshire', 'governor', 'runoff', 'former', 'trump']","['Christine O’Donnell in Delaware and Ovide Lamontagne in New Hampshire, both backed by the Tea Party, could thwart Republican Party leaders’ choices, and according to the FiveThirtyEight model, be weaker candidates in November.', 'The former Arkansas governor, who won the 2008 G.O.P. caucuses in Iowa, says other candidates may not have his potential in early nominating states.', 'The former Arkansas governor, who won the 2008 G.O.P. caucuses in Iowa, says other candidates may not have his potential in early nominating states.']",Republican Primaries and Caucuses in Early Nominating States
228,227_pelosi_nancy_speaker_representative,"['pelosi', 'nancy', 'speaker', 'representative', 'elected', 'house', 'bercow', 'pelosis', 'democrats', 'boehner']","['“It is imperative that we seek the truth,” Speaker Nancy Pelosi said on Thursday.', 'Representative Nancy Pelosi has a lot of best friends.', 'Representative Nancy Pelosi has a lot of best friends.']",Nancy Pelosi's Political Career
229,228_winners_runnersup_honorable_congratulations,"['winners', 'runnersup', 'honorable', 'congratulations', 'mentions', 'participate', 'thank', 'winner', 'am', 'july']","['To participate, just post a comment here by 7 a.m. Eastern on July 24. Winners will be announced on Aug. 4.', 'To participate, just post a comment here by July 26 at 9 a.m. Eastern. This week’s winners will be announced on Aug. 6.', 'To participate, just post a comment here by July 28 at 7 a.m. Eastern. This week’s winners will be announced on Aug. 8.']",Competition Results and Acknowledgements
230,229_smoking_ecigarettes_tobacco_cigarettes,"['smoking', 'ecigarettes', 'tobacco', 'cigarettes', 'products', 'cigarette', 'packaging', 'nicotine', 'smokers', 'devices']","['The government has stepped away from an expected rejection of a proposed set of sweeping restrictions on cigarette packaging aimed at preventing smoking by young people.', 'Proposition 56 would tax e-cigarettes in the state for the first time, despite evidence suggesting e-cigarettes are less harmful and may help people quit smoking.', 'Proposition 56 would tax e-cigarettes in the state for the first time, despite evidence suggesting e-cigarettes are less harmful and may help people quit smoking.']","Smoking, E-cigarettes, and Tobacco Regulation"
